"","Gene","SLE001h","SLE002h","SLE004h","SLE005h","SLE006h","SLE007h","SLE008h","SLE010h","SLE011h","SLE012h","SLE013h","SLE014h","SLE015h","SLE016h"
"31081","KCTD9",28,49,103,47,84,56,24,83,73,82,82,153,55,47
"31082","KCTD9P1",0,1,0,0,1,0,0,2,0,0,1,3,1,1
"31083","KCTD9P2",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"31084","KCTD9P3",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"31085","KCTD9P4",0,1,2,0,0,1,0,0,0,0,0,0,0,0
"31086","KCTD9P5",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"31087","KCTD9P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31088","KDELC1",1,3,9,1,12,2,3,7,8,1,6,4,0,2
"31089","KDELC1P1",0,0,1,0,0,0,0,0,0,0,1,0,0,0
"31090","KDELC2",11,51,89,57,93,64,44,108,61,71,103,158,28,25
"31091","KDELR1",196,229,317,211,246,186,214,466,412,284,326,339,182,156
"31092","KDELR2",168,177,279,174,263,146,186,441,410,279,328,486,247,142
"31093","KDELR3",2,1,3,0,1,0,0,4,2,4,5,6,2,1
"31094","KDF1",0,4,3,6,2,5,3,1,6,11,5,12,3,1
"31095","KDM1A",87,190,323,210,247,210,185,346,245,320,307,371,190,97
"31096","KDM1B",205,411,456,209,442,263,192,519,525,385,586,923,365,165
"31097","KDM2A",521,1545,1971,1196,1379,1264,789,2407,1847,2107,1954,3167,1332,601
"31098","KDM2B",50,138,344,267,210,250,208,334,267,306,297,368,201,80
"31099","KDM3A",157,599,901,574,794,542,292,879,983,1045,893,1455,722,364
"31100","KDM3B",432,930,1172,755,861,682,363,1353,1355,1031,1227,2040,870,451
"31101","KDM4A",93,208,311,205,238,170,129,391,290,212,238,387,166,117
"31102","KDM4A-AS1",1,2,6,2,3,0,0,5,1,5,2,5,2,1
"31103","KDM4B",422,765,829,757,640,679,414,1025,1235,823,731,1199,754,459
"31104","KDM4C",94,188,400,213,276,222,148,389,262,371,320,444,233,98
"31105","KDM4D",0,2,2,1,2,2,2,3,0,3,2,4,3,0
"31106","KDM4E",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"31107","KDM4F",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31108","KDM5A",238,942,1187,661,996,689,337,1451,1173,1157,1227,2193,945,474
"31109","KDM5B",89,307,327,204,197,204,111,379,513,349,329,640,291,149
"31110","KDM5C",395,887,1097,867,602,820,559,1494,904,1072,1245,1680,726,259
"31111","KDM5C-IT1",0,1,0,0,0,0,0,0,0,3,1,0,0,0
"31112","KDM5D",0,0,0,0,525,0,0,0,0,0,0,0,0,0
"31113","KDM5DP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31114","KDM6A",176,484,586,339,275,302,148,744,515,584,665,1075,440,174
"31115","KDM6B",611,1859,1459,1709,1016,1367,709,1884,1784,1526,1330,3002,1424,590
"31116","KDM7A",257,919,973,498,801,454,212,1263,1023,1091,1115,2056,838,476
"31117","KDM8",4,16,26,23,27,29,19,42,18,28,38,43,19,11
"31118","KDR",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"31119","KDSR",21,76,136,122,114,106,113,131,117,151,114,201,145,29
"31120","KEAP1",117,155,214,190,240,185,197,308,261,141,223,287,156,96
"31121","KEL",145,60,19,34,26,30,33,32,63,31,33,51,21,106
"31122","KERA",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31123","KF455155.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31124","KF456110.1",1,0,1,0,0,0,0,0,0,1,0,0,0,0
"31125","KF456478.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31126","KF459542.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31127","KHDC1",2,0,11,8,6,5,3,8,6,2,3,6,1,0
"31128","KHDC1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31129","KHDC1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31130","KHDC3L",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31131","KHDC4",57,275,443,286,270,230,144,411,300,433,412,602,271,92
"31132","KHDRBS1",306,641,997,633,835,645,511,1079,906,1051,973,1293,663,430
"31133","KHDRBS2",1,0,6,1,1,6,2,4,0,2,0,8,0,2
"31134","KHDRBS3",2,0,1,1,0,0,3,0,0,0,1,0,0,0
"31135","KHK",5,2,9,10,12,4,12,9,10,8,7,11,8,3
"31136","KHNYN",229,483,668,540,651,493,381,973,659,648,715,958,547,290
"31137","KHSRP",183,308,491,432,404,420,397,639,528,534,482,714,296,165
"31138","KHSRPP1",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"31139","KIAA0040",920,1946,2044,964,1326,973,655,2648,2030,1425,2066,3580,1372,1006
"31140","KIAA0087",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"31141","KIAA0100",284,570,947,561,724,570,417,1231,937,821,947,1240,603,312
"31142","KIAA0141",182,299,517,342,421,308,246,492,452,487,487,534,325,173
"31143","KIAA0232",304,750,996,507,811,521,234,888,1194,1041,831,1679,899,415
"31144","KIAA0319",42,93,48,29,30,12,5,52,78,34,21,145,47,12
"31145","KIAA0319L",464,1275,794,477,456,365,296,1282,563,512,903,1141,365,224
"31146","KIAA0355",27,111,198,187,144,193,90,188,149,268,188,285,133,59
"31147","KIAA0368",215,384,585,341,510,288,233,810,527,475,545,726,377,228
"31148","KIAA0391",6,15,34,21,23,36,10,38,32,45,27,44,17,8
"31149","KIAA0408",0,0,0,0,0,0,0,1,0,0,1,1,0,0
"31150","KIAA0513",345,838,821,752,791,744,389,1226,1278,740,999,1407,853,387
"31151","KIAA0556",102,174,235,170,193,144,102,305,199,258,219,360,134,50
"31152","KIAA0586",27,96,150,79,118,93,49,168,123,208,151,218,126,51
"31153","KIAA0753",29,95,140,94,102,69,43,151,125,174,136,200,95,34
"31154","KIAA0825",28,28,48,35,39,13,7,70,48,65,37,80,47,8
"31155","KIAA0895",1,4,5,3,0,2,0,5,5,15,4,10,2,0
"31156","KIAA0895L",35,40,36,39,37,30,31,72,26,33,38,67,22,4
"31157","KIAA0930",1050,561,823,725,740,584,770,1001,1257,598,965,1096,641,488
"31158","KIAA1024",3,5,7,0,1,2,2,9,8,3,5,5,4,2
"31159","KIAA1024L",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31160","KIAA1107",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31161","KIAA1109",334,1430,1863,646,1382,850,290,2380,842,1603,2014,3349,1195,351
"31162","KIAA1143",20,80,157,83,126,81,60,141,91,165,138,212,105,63
"31163","KIAA1147",23,269,629,396,329,492,205,561,253,949,463,818,426,121
"31164","KIAA1191",138,197,313,201,246,187,175,315,272,287,301,351,213,157
"31165","KIAA1210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31166","KIAA1211",1,2,0,3,1,4,2,1,4,1,1,3,5,1
"31167","KIAA1211L",10,19,13,31,17,9,4,23,22,16,19,34,15,3
"31168","KIAA1217",0,1,2,2,0,1,1,5,1,0,0,0,1,0
"31169","KIAA1257",11,22,31,20,12,8,0,27,45,36,25,35,29,10
"31170","KIAA1324",102,149,184,171,611,329,109,52,648,95,479,104,540,171
"31171","KIAA1324L",2,28,56,28,25,32,5,59,26,40,16,72,10,14
"31172","KIAA1328",5,19,25,22,40,24,15,43,18,46,37,40,10,11
"31173","KIAA1456",1,0,4,0,2,1,1,1,2,2,2,8,0,0
"31174","KIAA1468",96,349,522,262,404,251,111,599,320,509,485,795,307,92
"31175","KIAA1522",6,19,19,18,23,15,14,24,29,28,13,40,5,5
"31176","KIAA1549",0,0,0,0,0,2,2,0,4,2,0,3,1,1
"31177","KIAA1549L",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"31178","KIAA1551",1159,6451,6634,2769,4371,2966,1214,6891,5228,5929,6919,13384,4861,3274
"31179","KIAA1586",10,23,44,27,48,26,12,49,37,59,55,68,40,25
"31180","KIAA1614",3,9,24,4,13,15,7,22,9,14,6,24,9,4
"31181","KIAA1614-AS1",0,0,2,1,0,0,2,3,0,0,2,0,1,0
"31182","KIAA1644",0,1,0,0,0,0,0,1,0,0,0,2,0,0
"31183","KIAA1671",0,16,167,22,147,79,23,159,38,36,78,124,50,11
"31184","KIAA1683",9,46,50,29,48,43,46,82,17,36,60,114,31,3
"31185","KIAA1755",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"31186","KIAA1841",13,16,63,26,46,19,22,45,37,34,22,63,19,11
"31187","KIAA1958",20,162,101,27,50,19,15,248,26,64,89,138,32,10
"31188","KIAA2012",0,0,0,0,0,0,0,0,0,0,0,1,1,0
"31189","KIAA2013",307,373,352,325,316,286,312,435,461,285,350,530,230,214
"31190","KIAA2026",78,231,439,224,365,270,99,501,274,425,433,636,308,128
"31191","KIDINS220",354,801,1036,515,952,583,317,1138,1030,1062,1041,1702,920,423
"31192","KIF11",32,19,37,17,23,30,16,87,25,40,39,27,16,13
"31193","KIF12",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"31194","KIF13A",313,654,522,268,436,261,193,667,864,514,597,1082,475,305
"31195","KIF13B",81,102,239,175,220,178,170,296,259,184,279,262,151,146
"31196","KIF14",5,2,6,0,7,9,2,18,4,5,8,3,2,4
"31197","KIF15",11,5,16,5,18,16,3,25,6,12,16,9,12,5
"31198","KIF16B",29,48,90,61,79,55,30,101,56,95,62,156,45,33
"31199","KIF17",2,0,1,3,1,1,3,0,0,2,0,2,0,2
"31200","KIF18A",7,8,3,5,6,8,2,8,2,5,12,9,3,3
"31201","KIF18B",10,3,10,2,5,9,1,20,1,4,7,3,5,1
"31202","KIF18BP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31203","KIF19",0,2,40,6,20,6,13,85,18,4,38,21,11,6
"31204","KIF1A",0,0,0,0,7,0,0,0,1,0,1,0,0,0
"31205","KIF1B",346,384,385,201,397,242,106,470,508,384,473,695,410,220
"31206","KIF1BP",13,29,48,29,41,39,24,77,51,51,53,77,45,14
"31207","KIF1C",144,196,262,198,206,213,191,287,299,224,219,347,173,135
"31208","KIF20A",16,1,4,1,4,6,1,18,4,4,4,4,2,0
"31209","KIF20B",7,40,95,29,67,75,33,109,39,84,81,112,44,26
"31210","KIF21A",1,29,91,51,145,58,29,102,50,65,147,124,71,19
"31211","KIF21B",296,660,1135,966,874,896,452,1337,904,997,1033,1311,770,305
"31212","KIF22",57,102,220,185,191,181,132,256,133,227,197,210,130,55
"31213","KIF23",14,12,29,11,24,12,5,33,19,16,23,45,13,2
"31214","KIF24",2,5,12,6,4,7,2,14,3,6,5,4,1,1
"31215","KIF25",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31216","KIF25-AS1",0,0,0,0,0,0,0,1,0,1,0,0,0,0
"31217","KIF26A",4,2,3,12,7,2,7,0,2,1,6,0,5,1
"31218","KIF26B",0,6,7,6,3,1,1,26,3,6,2,13,3,2
"31219","KIF26B-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31220","KIF27",12,28,33,35,35,25,6,38,45,63,27,107,39,21
"31221","KIF28P",1,10,7,1,3,8,9,9,3,3,5,9,18,2
"31222","KIF2A",91,293,533,359,435,425,211,546,387,641,497,659,453,201
"31223","KIF2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31224","KIF2C",14,10,10,8,18,11,6,40,10,11,16,3,0,2
"31225","KIF3A",4,27,65,43,48,35,19,67,33,65,61,78,57,7
"31226","KIF3AP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31227","KIF3B",74,143,281,200,267,186,115,362,247,225,330,390,167,102
"31228","KIF3C",95,86,70,61,48,86,80,95,142,57,64,141,68,58
"31229","KIF4A",8,6,8,7,7,6,2,31,3,9,6,5,0,2
"31230","KIF4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31231","KIF4CP",0,0,1,0,0,0,0,0,0,0,0,1,0,0
"31232","KIF5A",0,1,8,4,6,7,6,6,2,9,12,4,4,0
"31233","KIF5B",335,724,992,528,847,524,305,1167,895,938,1149,1760,785,407
"31234","KIF5C",1,14,42,85,22,45,19,19,25,43,53,42,78,11
"31235","KIF6",0,0,1,0,0,0,0,0,0,0,0,2,0,0
"31236","KIF7",0,1,2,0,2,0,2,3,1,29,2,2,1,0
"31237","KIF9",8,10,12,0,3,4,9,5,13,7,11,7,7,5
"31238","KIF9-AS1",7,9,9,5,2,3,7,5,4,6,2,23,3,2
"31239","KIFAP3",25,97,130,81,151,85,60,133,113,96,129,249,70,36
"31240","KIFC1",31,8,10,7,8,19,5,41,8,11,21,7,2,4
"31241","KIFC2",46,63,143,174,86,134,146,153,72,140,147,159,85,17
"31242","KIFC3",112,56,47,63,56,67,76,33,30,16,48,78,50,23
"31243","KIN",48,151,166,85,117,55,59,166,126,131,192,265,83,50
"31244","KIR2DL1",1,17,19,5,8,5,2,9,2,2,15,19,1,7
"31245","KIR2DL3",3,15,22,5,19,3,4,8,11,1,9,29,2,12
"31246","KIR2DL4",5,8,8,6,0,2,3,12,0,1,11,15,0,5
"31247","KIR2DP1",3,0,4,0,1,1,1,1,0,0,2,0,0,0
"31248","KIR2DS4",8,20,48,3,3,11,13,35,34,1,23,24,6,13
"31249","KIR3DL1",3,23,29,14,10,29,19,27,19,2,97,47,1,21
"31250","KIR3DL2",7,9,22,6,18,24,4,31,19,0,16,19,6,4
"31251","KIR3DL3",0,0,0,0,0,2,0,0,0,0,3,3,0,0
"31252","KIR3DP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31253","KIR3DX1",0,10,8,6,26,10,10,12,7,1,16,18,4,7
"31254","KIRREL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31255","KIRREL1-IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31256","KIRREL2",0,0,1,0,0,0,0,3,0,1,0,4,1,0
"31257","KIRREL3",2,6,9,4,2,5,0,5,5,5,1,8,1,1
"31258","KIRREL3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31259","KIRREL3-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31260","KIRREL3-AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31261","KISS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31262","KISS1R",0,0,2,7,5,2,1,1,8,4,5,4,3,1
"31263","KIT",0,13,9,20,8,8,14,4,20,28,13,16,25,13
"31264","KITLG",2,1,4,1,0,3,1,0,4,0,2,10,0,0
"31265","KIZ",25,120,183,103,127,102,78,187,107,181,165,243,103,73
"31266","KIZ-AS1",0,0,1,0,1,0,0,2,1,1,2,2,2,0
"31267","KL",10,11,4,5,3,3,0,13,4,11,6,5,6,2
"31268","KLB",0,0,2,0,0,0,0,2,0,2,0,0,0,0
"31269","KLC1",101,145,216,157,123,143,140,250,170,210,195,309,158,37
"31270","KLC2",7,37,54,65,35,73,55,71,29,75,56,66,27,10
"31271","KLC3",52,80,19,23,15,31,64,26,24,17,38,29,27,94
"31272","KLC4",61,108,117,126,65,90,55,137,89,137,105,138,88,29
"31273","KLF1",364,123,15,58,55,58,129,36,96,28,79,101,39,348
"31274","KLF10",168,75,222,165,266,147,223,274,309,314,205,269,125,72
"31275","KLF11",36,66,136,107,163,96,121,186,124,164,122,165,87,38
"31276","KLF12",11,224,560,343,650,381,149,581,326,800,626,888,446,120
"31277","KLF13",1083,1758,2972,2382,2662,2274,1462,3439,3255,3122,2884,3613,2060,1207
"31278","KLF14",22,1,0,1,0,1,0,0,0,1,0,0,0,0
"31279","KLF15",1,0,0,1,0,1,0,0,0,0,0,0,0,0
"31280","KLF16",120,84,146,157,104,112,166,147,225,134,98,196,89,58
"31281","KLF17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31282","KLF17P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31283","KLF18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31284","KLF2",2289,1983,2605,5526,2533,4067,4340,2651,3180,1986,2492,3318,1968,1253
"31285","KLF2P1",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"31286","KLF2P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31287","KLF2P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31288","KLF2P4",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"31289","KLF3",472,1088,1441,843,1204,903,518,1445,1701,1617,1257,3247,1198,688
"31290","KLF3-AS1",4,9,19,14,8,19,11,23,10,39,17,37,7,2
"31291","KLF3P1",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"31292","KLF3P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31293","KLF4",250,261,309,210,306,176,302,449,311,269,337,552,234,124
"31294","KLF4P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31295","KLF5",50,38,22,19,34,22,15,52,46,23,37,75,27,16
"31296","KLF6",2727,4182,3853,2483,3354,2114,1942,4876,4416,3404,4763,8735,2971,2353
"31297","KLF7",331,454,559,397,594,398,175,530,777,791,744,860,610,274
"31298","KLF7-IT1",1,2,1,2,1,2,1,2,2,3,5,2,3,1
"31299","KLF7P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31300","KLF8",4,23,68,44,23,24,14,60,10,50,37,68,22,3
"31301","KLF8P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31302","KLF9",215,277,210,137,138,239,103,155,110,289,538,231,127,187
"31303","KLHDC1",1,4,22,5,14,7,8,19,5,33,18,22,18,3
"31304","KLHDC10",90,157,248,145,203,136,87,310,190,255,259,369,158,91
"31305","KLHDC2",37,136,200,158,131,144,117,163,148,265,204,213,147,96
"31306","KLHDC3",189,260,423,378,374,286,357,439,497,429,394,448,305,185
"31307","KLHDC4",56,148,389,270,241,222,173,356,193,282,299,341,133,55
"31308","KLHDC7A",0,0,3,2,3,3,4,3,1,8,3,2,6,0
"31309","KLHDC7B",6,112,151,49,36,26,30,281,20,21,147,320,18,18
"31310","KLHDC8A",28,18,4,4,6,7,15,4,10,1,5,7,2,11
"31311","KLHDC8B",19,344,98,92,49,43,64,310,53,65,89,191,68,18
"31312","KLHDC9",0,2,3,0,0,2,0,1,0,3,0,1,2,0
"31313","KLHL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31314","KLHL10",0,0,0,0,0,0,0,0,0,1,1,1,0,0
"31315","KLHL11",1,8,27,13,33,18,5,41,18,44,22,34,21,5
"31316","KLHL12",168,201,324,170,242,174,99,329,283,259,286,449,206,134
"31317","KLHL13",1,2,2,4,0,4,0,1,8,5,0,2,1,1
"31318","KLHL14",1,19,31,26,7,18,20,89,0,33,2,36,20,15
"31319","KLHL15",26,63,128,69,74,51,19,108,102,144,98,191,92,24
"31320","KLHL17",14,66,97,97,65,79,58,117,41,77,83,102,40,10
"31321","KLHL18",104,150,225,173,193,142,86,258,313,174,223,353,181,105
"31322","KLHL2",413,428,310,233,293,230,113,417,647,313,398,722,439,289
"31323","KLHL20",12,69,100,91,89,76,45,130,70,131,101,162,81,33
"31324","KLHL21",245,516,514,585,458,506,314,674,819,409,620,1051,508,237
"31325","KLHL22",37,105,183,127,107,125,109,176,160,162,167,193,101,66
"31326","KLHL23",0,3,7,1,1,6,1,4,3,9,6,4,7,2
"31327","KLHL24",60,306,399,228,332,272,125,459,320,406,422,904,381,157
"31328","KLHL25",2,11,21,35,25,18,19,21,21,36,16,31,17,9
"31329","KLHL26",19,39,42,47,39,36,37,55,50,37,41,70,29,12
"31330","KLHL28",42,78,172,119,161,92,47,199,150,210,146,431,157,52
"31331","KLHL29",1,7,9,5,1,9,3,14,4,12,5,9,1,1
"31332","KLHL2P1",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"31333","KLHL3",0,33,67,43,25,66,16,49,27,101,30,64,46,2
"31334","KLHL30",0,2,1,0,3,2,2,9,6,2,3,9,1,4
"31335","KLHL30-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"31336","KLHL31",0,1,0,1,1,0,0,0,0,1,2,2,0,0
"31337","KLHL32",0,2,4,4,4,5,2,4,3,13,4,7,7,1
"31338","KLHL33",1,3,8,1,0,3,1,9,5,8,2,3,3,1
"31339","KLHL34",1,2,4,7,0,4,4,4,2,12,4,6,5,1
"31340","KLHL35",0,5,1,4,2,4,8,2,1,1,3,6,3,1
"31341","KLHL36",114,292,508,446,441,504,294,663,429,700,475,813,391,135
"31342","KLHL38",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31343","KLHL4",0,0,2,1,6,1,0,0,0,0,3,4,1,0
"31344","KLHL40",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31345","KLHL41",0,0,0,0,0,0,0,1,1,1,0,1,0,0
"31346","KLHL42",28,66,109,81,83,52,36,116,94,137,103,136,74,25
"31347","KLHL5",40,95,215,109,115,128,89,197,221,241,219,261,165,83
"31348","KLHL6",135,316,405,274,280,322,237,492,406,485,554,849,331,108
"31349","KLHL6-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31350","KLHL7",51,73,123,77,122,66,58,135,133,100,93,181,94,43
"31351","KLHL7-AS1",0,1,0,0,0,1,0,1,0,4,0,2,0,0
"31352","KLHL8",169,268,242,142,223,125,57,297,291,210,316,446,202,298
"31353","KLHL9",95,273,395,242,378,262,148,472,408,362,465,778,294,114
"31354","KLK1",2,3,5,1,2,5,0,10,3,5,6,6,3,1
"31355","KLK10",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"31356","KLK11",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"31357","KLK12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31358","KLK13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31359","KLK14",0,0,2,2,0,0,0,0,1,0,1,2,0,0
"31360","KLK15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31361","KLK2",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"31362","KLK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31363","KLK4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31364","KLK5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31365","KLK6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31366","KLK7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31367","KLK8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31368","KLK9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31369","KLKB1",0,1,8,3,2,2,1,3,2,7,2,11,1,0
"31370","KLKP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31371","KLLN",12,23,14,12,20,10,3,9,9,18,20,25,4,8
"31372","KLRA1P",7,12,50,19,37,22,11,34,30,32,50,45,33,16
"31373","KLRB1",37,200,359,293,234,347,291,247,645,342,338,248,246,168
"31374","KLRC1",5,56,64,49,39,16,13,30,78,24,70,75,3,19
"31375","KLRC2",0,2,4,1,5,2,2,1,1,4,0,12,15,6
"31376","KLRC3",1,1,8,5,31,2,3,19,14,7,30,9,5,1
"31377","KLRC4",0,0,5,1,9,6,0,3,1,8,4,7,4,0
"31378","KLRC4-KLRK1",1,4,21,1,25,4,2,14,4,12,10,7,1,0
"31379","KLRD1",33,471,1324,404,1524,522,285,1510,662,146,1297,994,307,415
"31380","KLRF1",8,128,296,134,291,132,52,138,81,27,256,195,65,95
"31381","KLRF2",0,0,0,0,0,0,0,0,0,1,0,1,0,1
"31382","KLRG1",9,60,347,161,287,111,130,375,350,111,381,356,151,136
"31383","KLRG2",0,0,0,0,0,0,0,3,0,0,0,2,0,0
"31384","KLRK1",0,19,69,9,36,20,15,45,11,31,13,52,12,4
"31385","KMO",3,57,64,19,27,21,23,113,25,25,78,86,18,17
"31386","KMT2A",48,354,1076,647,839,817,306,1257,555,1112,1047,1583,690,190
"31387","KMT2B",178,498,652,666,371,660,370,738,544,583,598,899,433,191
"31388","KMT2C",228,1023,1527,775,1126,908,350,1771,1030,1531,1547,2853,1124,405
"31389","KMT2D",296,1064,1719,1197,1035,1334,503,2162,1167,1608,1695,2627,1027,369
"31390","KMT2E",187,923,1211,698,930,691,329,1585,953,1304,1245,2693,890,396
"31391","KMT2E-AS1",33,34,20,27,20,18,27,25,26,22,33,49,15,4
"31392","KMT5A",69,95,81,70,61,59,41,111,83,64,66,132,62,24
"31393","KMT5B",161,505,543,336,431,267,225,531,543,521,544,902,397,279
"31394","KMT5C",12,35,44,75,41,53,43,59,20,58,54,49,25,5
"31395","KNCN",0,1,0,0,0,0,0,0,1,0,0,0,0,1
"31396","KNDC1",3,3,23,31,44,22,42,23,13,5,5,21,7,4
"31397","KNG1",0,0,0,0,1,0,0,1,0,2,0,0,0,0
"31398","KNL1",8,8,26,7,16,16,7,61,6,17,16,17,4,4
"31399","KNOP1",7,36,49,29,35,35,26,52,28,63,47,52,19,14
"31400","KNOP1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31401","KNOP1P2",0,0,1,0,0,0,0,1,1,2,1,2,0,0
"31402","KNOP1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31403","KNOP1P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31404","KNOP1P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31405","KNSTRN",7,39,63,23,42,32,21,88,53,37,69,52,38,37
"31406","KNTC1",39,80,135,75,85,77,33,177,73,178,117,197,85,25
"31407","KPNA1",117,259,344,246,334,237,134,380,540,342,353,496,347,205
"31408","KPNA2",55,47,108,59,74,38,57,160,98,68,98,109,48,45
"31409","KPNA2P1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"31410","KPNA2P2",1,0,1,0,0,0,0,0,0,0,0,0,0,0
"31411","KPNA2P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31412","KPNA3",60,140,280,123,230,147,87,299,250,216,250,348,139,101
"31413","KPNA4",289,444,538,404,638,367,219,650,687,539,596,985,587,316
"31414","KPNA5",9,47,108,67,64,74,44,97,49,167,102,174,55,11
"31415","KPNA6",133,220,406,261,347,235,168,514,374,376,393,582,284,132
"31416","KPNA7",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"31417","KPNB1",652,2932,2528,1317,1696,1254,760,3284,2259,1596,2621,4419,1531,1008
"31418","KPRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31419","KPTN",36,87,64,36,44,31,49,96,29,32,64,64,18,18
"31420","KRAS",212,338,497,270,566,279,152,505,537,475,553,810,472,226
"31421","KRASP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31422","KRBA1",20,40,42,38,25,39,34,54,29,41,56,64,31,16
"31423","KRBA2",1,2,1,3,3,0,1,3,1,5,1,3,2,0
"31424","KRBOX1",0,0,0,0,0,0,0,1,0,0,0,0,1,0
"31425","KRBOX1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31426","KRBOX4",13,56,84,54,52,51,41,72,52,99,77,93,54,27
"31427","KRCC1",114,302,309,172,230,150,128,347,367,274,321,717,254,186
"31428","KREMEN1",707,283,98,74,219,234,146,89,898,322,461,470,413,162
"31429","KREMEN2",1,1,0,0,1,1,1,2,0,0,1,2,1,0
"31430","KRI1",71,154,269,241,183,213,198,310,197,273,244,370,143,52
"31431","KRIT1",31,120,225,143,169,120,74,232,131,189,240,344,151,46
"31432","KRR1",29,81,219,99,167,109,54,202,95,286,205,267,149,43
"31433","KRR1P1",2,2,4,1,2,1,0,5,0,2,3,0,1,0
"31434","KRT1",159,302,14,47,173,69,653,30,124,136,44,179,106,1068
"31435","KRT10",72,48,70,91,57,82,67,50,75,56,63,91,49,25
"31436","KRT12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
